date,headline,paper,headline_prep,cluster_label,tsne_x,tsne_y,Cluster Name
2023-09-08 00:00:00,Kritik an Faeser: Worum es bei der Causa Schönbohm geht,tagesschau,Kritik Faeser Worum Causa Schönbohm geht,45,-5.003441,18.93184,miscellaneous
2023-09-08 00:00:00,Überlastete Ausländerbehörden: Bis zu 15 Stunden Warten für einen Termin,tagesschau,Überlastete Ausländerbehörden Stunden Warten Termin,5,23.659016,-0.8739908,migration
2023-09-08 00:00:00,Debatte im Bundestag: Viel Kritik an Heils Sparplänen im Sozialetat,tagesschau,Debatte Bundestag Kritik Heils Sparplänen Sozialetat,44,-24.493017,22.537495,Tax
2023-09-08 00:00:00,Debatte um sichere Herkunftsstaaten: Baerbock lehnt Ausweitung ab,tagesschau,Debatte sichere Herkunftsstaaten Baerbock lehnt Ausweitung ab,39,46.597496,-8.774336,Foreign policy
2023-09-08 00:00:00,"Höchststand seit 1950-er Jahren: 3,3 Millionen Geflüchtete leben in Deutschland",tagesschau,Höchststand seit Jahren Millionen Geflüchtete leben Deutschland,24,51.021038,29.08286,migration
2023-09-08 00:00:00,Causa Schönbohm: SPD stärkt Ministerin Faeser den Rücken,tagesschau,Causa Schönbohm SPD stärkt Ministerin Faeser Rücken,21,-51.69254,-1.2131363,SPD
2023-09-08 00:00:00,Umstrittenes Vorhaben: Bundestag stimmt über Heizungsgesetz ab,tagesschau,Umstrittenes Vorhaben Bundestag stimmt Heizungsgesetz ab,17,-25.65686,26.03098,housing crisis and heating law
2023-09-08 00:00:00,"Haushalt: ""Beim Bürgergeld ist etwas gelungen, beim Mindestlohn nicht""",tagesschau,Haushalt Beim Bürgergeld gelungen beim Mindestlohn,16,-33.44993,-3.7189631,basic child support
2023-09-09 00:00:00,Umfrage zum Lehrermangel: Deutschland fehlen knapp 14.500 Lehrkräfte,tagesschau,Umfrage Lehrermangel Deutschland fehlen knapp Lehrkräfte,4,50.627304,18.953308,Deutschland
2023-09-09 00:00:00,Unterbringung für Geflüchtete: Aus Turnhallen werden wieder Unterkünfte,tagesschau,Unterbringung Geflüchtete Turnhallen Unterkünfte,40,0.97446626,61.39244,refugees
2023-09-10 00:00:00,Oberbürgermeisterwahl in Nordhausen: AfD-Kandidat liegt vorn - Stichwahl nötig,tagesschau,Oberbürgermeisterwahl Nordhausen AfD Kandidat liegt vorn Stichwahl nötig,20,-90.66738,1.7166164,AfD
2023-09-10 00:00:00,Details zum Aus von BSI-Präsident: Warum Faeser das Vertrauen zu Schönbohm verlor,tagesschau,Details BSI Präsident Warum Faeser Vertrauen Schönbohm verlor,45,-3.9896255,17.393446,miscellaneous
2023-09-10 00:00:00,"Weidel im ARD-Sommerinterview: ""Diese Regierung handelt idiotisch""",tagesschau,Weidel ARD Sommerinterview Regierung handelt idiotisch,45,3.6031616,-4.7010612,miscellaneous
2023-09-10 00:00:00,Väterreport des Familienministeriums: Väter wollen mehr Kinderbetreuung übernehmen,tagesschau,Väterreport Familienministeriums Väter mehr Kinderbetreuung übernehmen,16,-30.627483,8.508312,basic child support
2023-09-10 00:00:00,Gespräche mit Freie-Wähler-Chef: Jüdische Gemeinden zu Treffen mit Aiwanger uneins,tagesschau,Gespräche Freie Wähler Chef Jüdische Gemeinden Treffen Aiwanger uneins,26,-15.002325,14.285031,Leaflet Affair
2023-09-10 00:00:00,AfD-Fraktionsvorsitzende Weidel: Frau der Widersprüche,tagesschau,AfD Fraktionsvorsitzende Weidel Frau Widersprüche,3,-70.43968,-11.836467,AfD
2023-09-11 00:00:00,"Netzausbau: ""Wir sind zum Erfolg verdammt""",tagesschau,Netzausbau Erfolg verdammt,34,-9.501922,-15.7486515,miscellaneous
2023-09-11 00:00:00,Trend setzt sich fort: Erneut mehr Abtreibungen in Deutschland,tagesschau,Trend setzt fort Erneut mehr Abtreibungen Deutschland,4,58.743225,22.476036,Deutschland
2023-09-11 00:00:00,Erklärung von Bundesbeauftragten: Sorge über wachsende Hasskriminalität,tagesschau,Erklärung Bundesbeauftragten Sorge wachsende Hasskriminalität,37,20.821398,13.45336,Dissatisfaction with current state
2023-09-11 00:00:00,"Tag der Wohnungslosen: ""Keinerlei Anzeichen für eine Verbesserung""",tagesschau,Tag Wohnungslosen Keinerlei Anzeichen Verbesserung,17,-26.73011,0.35100687,housing crisis and heating law
2023-09-11 00:00:00,11KM: Wie Rechtsextreme an Spenden kommen,tagesschau,KM Rechtsextreme Spenden kommen,48,-21.106693,-34.292492,right-wing extremism
2023-09-12 00:00:00, BayernTrend vor Landtagswahl: Rekordhoch für Freie Wähler - CSU büßt ein,tagesschau,BayernTrend Landtagswahl Rekordhoch Freie Wähler CSU büßt,18,88.23495,17.186306,Election campaign Bavaria
2023-09-12 00:00:00,"Steinmeier kritisiert Abbas-Rede: ""Die Äußerungen sind zutiefst antisemitisch""",tagesschau,Steinmeier kritisiert Abbas Rede Äußerungen zutiefst antisemitisch,45,40.06315,17.801971,miscellaneous
2023-09-12 00:00:00,Runder Tisch mit Lauterbach: Leichterer Zugang zu Medikamenten bei Long Covid geplant,tagesschau,Runder Tisch Lauterbach Leichterer Zugang Medikamenten Long Covid geplant,29,27.163313,74.65861,Health and medicine
2023-09-12 00:00:00,Thüringen: Lebenslange Haft für Brandstifter von Apolda,tagesschau,Thüringen Lebenslange Haft Brandstifter Apolda,30,-5.1337113,-3.9499216,miscellaneous
2023-09-12 00:00:00,Studie zu Ampelregierung: Respektable Bilanz - aber schlechtes Image,tagesschau,Studie Ampelregierung Respektable Bilanz schlechtes Image,44,-30.084211,-26.289316,Tax
2023-09-12 00:00:00,Bundeskanzler ohne Augenklappe: Scholz verabschiedet sich vom Piraten-Look,tagesschau,Bundeskanzler Augenklappe Scholz verabschiedet Piraten Look,32,6.313727,28.47439,Scholz decision making
2023-09-12 00:00:00,Familienministerin: Paus will mentale Gesundheit von Schülern stärken,tagesschau,Familienministerin Paus mentale Gesundheit Schülern stärken,16,-34.103996,7.2933946,basic child support
2023-09-12 00:00:00,Spitzentreffen mit Lauterbach : Wo es bei der Versorgung von Long-Covid-Patienten hakt,tagesschau,Spitzentreffen Lauterbach Versorgung Long Covid Patienten hakt,29,26.25891,74.54539,Health and medicine
2023-09-13 00:00:00,Verwendung von NS-Vokabular: Thüringer AfD-Chef Höcke muss vor Gericht,tagesschau,Verwendung NS Vokabular Thüringer AfD Chef Höcke Gericht,45,-13.133269,23.196712,miscellaneous
2023-09-13 00:00:00,Sozialleistungen: Kabinett beschließt Bürgergeld-Erhöhung,tagesschau,Sozialleistungen Kabinett beschließt Bürgergeld Erhöhung,44,-32.596615,-1.6103611,Tax
2023-09-13 00:00:00,Beschluss des Bundeskabinetts: Transparenzverzeichnis für Kliniken kann kommen,tagesschau,Beschluss Bundeskabinetts Transparenzverzeichnis Kliniken kommen,34,-30.911974,-0.34431818,miscellaneous
2023-09-13 00:00:00,"Aktionen der ""Letzten Generation"": Blockierte Realität",tagesschau,Aktionen Letzten Generation Blockierte Realität,34,-17.316626,-16.195597,miscellaneous
2023-09-13 00:00:00,Bundesregierung: Beschluss zur Kindergrundsicherung vertagt,tagesschau,Bundesregierung Beschluss Kindergrundsicherung vertagt,16,-35.35279,2.4734468,basic child support
2023-09-13 00:00:00,60 Jahre Parteimitgliedschaft: SPD ehrt Ex-Kanzler Schröder doch,tagesschau,Jahre Parteimitgliedschaft SPD ehrt Ex Kanzler Schröder,21,-49.983944,0.5894198,SPD
2023-09-13 00:00:00,"11KM: Nahost-Konflikt - ein Handschlag, aber kein Frieden",tagesschau,KM Nahost Konflikt Handschlag Frieden,33,-18.738564,-59.093655,miscellaneous
2023-09-13 00:00:00,OB-Wahl in Nordhausen: Wie die AfD die Provinz erobern will,tagesschau,Wahl Nordhausen AfD Provinz erobern,20,-92.1396,1.1022414,AfD
2023-09-14 00:00:00,Abstimmung zur Steuersenkung in Thüringen: Zwischen Entsetzen und Applaus,tagesschau,Abstimmung Steuersenkung Thüringen Entsetzen Applaus,44,-26.575333,-11.373146,Tax
2023-09-14 00:00:00,Thüringen: CDU setzt mit AfD und FDP Steuersenkung durch,tagesschau,Thüringen CDU setzt AfD FDP Steuersenkung,13,-69.258415,-17.079174,CDU
2023-09-14 00:00:00,Kindergrundsicherung: Armutsbekämpfung aufgeschoben?,tagesschau,Kindergrundsicherung Armutsbekämpfung aufgeschoben,16,-34.14531,4.9941993,basic child support
2023-09-14 00:00:00,Lauterbach zu Medikamentenknappheit: Mit einem Fünf-Punkte-Plan gegen den Mangel,tagesschau,Lauterbach Medikamentenknappheit Fünf Punkte Plan Mangel,29,27.840845,74.55095,Health and medicine
2023-09-14 00:00:00,"Brief an Scholz und Pistorius: Ampel-Abgeordnete fordern ""Taurus""-Lieferung an Ukraine",tagesschau,Brief Scholz Pistorius Ampel Abgeordnete fordern Taurus Lieferung Ukraine,35,38.697517,51.809105,Ukraine
2023-09-14 00:00:00,"Lauterbach zu Arznei-Engpässen: ""Wir sind deutlich besser aufgestellt""",tagesschau,Lauterbach Arznei Engpässen deutlich besser aufgestellt,29,25.292978,72.84649,Health and medicine
2023-09-14 00:00:00,Bundesweiter Warntag: Sirenen und schrillende Handys,tagesschau,Bundesweiter Warntag Sirenen schrillende Handys,34,3.287998,-60.399548,miscellaneous
2023-09-14 00:00:00,Bundesweiter Warntag: Deutschland macht Alarm,tagesschau,Bundesweiter Warntag Deutschland macht Alarm,4,54.295834,9.975197,Deutschland
2023-09-14 00:00:00,"Grüne Jugend an ""Letzte Generation"": ""Arbeitskämpfe sind besser als Straßenblockaden""",tagesschau,Grüne Jugend Letzte Generation Arbeitskämpfe besser Straßenblockaden,14,22.033974,7.8941755,Grüne
2023-09-14 00:00:00,Apothekerverband Nordrhein: Medikamentenmangel trifft täglich Tausende,tagesschau,Apothekerverband Nordrhein Medikamentenmangel trifft täglich Tausende,19,30.132126,-29.733482,Legal matters
2023-09-14 00:00:00,"Bundesweiter Warntag: ""Es wird laut""",tagesschau,Bundesweiter Warntag laut,42,3.768825,-60.031998,miscellaneous
2023-09-14 00:00:00,Bundestag: AfD-Fraktion erhält die meisten Ordnungsrufe,tagesschau,Bundestag AfD Fraktion erhält meisten Ordnungsrufe,3,-78.87435,-4.304929,AfD
2023-09-15 00:00:00,"""Fridays for Future""-Forderung: Klimaschutz - radikaler und schneller",tagesschau,Fridays for Future Forderung Klimaschutz radikaler schneller,31,-41.49258,23.529701,climate
2023-09-15 00:00:00,CDU-AfD-Abstimmung in Thüringen: Beginn einer Freundschaft?,tagesschau,CDU AfD Abstimmung Thüringen Beginn Freundschaft,13,-68.00807,-14.005721,CDU
2023-09-15 00:00:00,Abstimmung in Thüringen: Hat Rot-Rot-Grün Mehrheiten mit der AfD gebildet?,tagesschau,Abstimmung Thüringen Rot Rot Grün Mehrheiten AfD gebildet,3,-77.682304,-15.825641,AfD
2023-09-15 00:00:00,"Politologe zu Thüringen: ""Schadet der CDU - und der Demokratie""",tagesschau,Politologe Thüringen Schadet CDU Demokratie,13,-66.00606,-21.174177,CDU
2023-09-15 00:00:00,"Verteidigungsminister Pistorius: ""Taurus""-Entscheidung in ein bis zwei Wochen?",tagesschau,Verteidigungsminister Pistorius Taurus Entscheidung zwei Wochen,30,36.892967,46.30688,miscellaneous
2023-09-15 00:00:00,"Kritik an Thüringer CDU: ""Ganz besonderer politischer Tabubruch""",tagesschau,Kritik Thüringer CDU Ganz besonderer politischer Tabubruch,13,-65.91229,-20.59928,CDU
2023-09-15 00:00:00,"""Fridays for Future""-Streiktag: Welchen Einfluss haben die Klimaaktivisten?",tagesschau,Fridays for Future Streiktag Einfluss Klimaaktivisten,31,-41.42749,23.40382,climate
2023-09-15 00:00:00,Geflüchtete aus dem Kriegsland: Faeser will Schutzstatus für Ukrainer verlängern,tagesschau,Geflüchtete Kriegsland Faeser Schutzstatus Ukrainer verlängern,40,28.30402,30.339912,refugees
2023-09-15 00:00:00,"Thüringens CDU-Chef: ""Die CDU hat klare Prinzipien""",tagesschau,Thüringens CDU Chef CDU klare Prinzipien,13,-64.24266,-14.295876,CDU
2023-09-15 00:00:00,"""Fridays for Future"": Klimabewegung ruft zu großem Streiktag auf",tagesschau,Fridays for Future Klimabewegung ruft großem Streiktag,31,-41.518898,23.487865,climate
2023-09-15 00:00:00,"ARD-DeutschlandTrend: ""Fridays for Future"" beeinflusst Deutsche kaum",tagesschau,ARD DeutschlandTrend Fridays for Future beeinflusst Deutsche kaum,4,58.237385,15.04043,Deutschland
2023-09-16 00:00:00,Aufnahme von Flüchtlingen aus Italien: Deutschland bleibt doch beim Nein - vorerst,tagesschau,Aufnahme Flüchtlingen Italien Deutschland bleibt beim Nein vorerst,47,46.55368,28.17291,migration
2023-09-16 00:00:00,Grüne Jugend: Frauenduo will Grünen-Nachwuchs führen,tagesschau,Grüne Jugend Frauenduo Grünen Nachwuchs führen,14,25.002384,16.164772,Grüne
2023-09-16 00:00:00,Steuerabstimmung in Erfurt: Staatskanzlei wirft CDU Absprache mit AfD vor,tagesschau,Steuerabstimmung Erfurt Staatskanzlei wirft CDU Absprache AfD,13,-67.51993,-15.535831,CDU
2023-09-17 00:00:00,"Innenministerin zu Migration : ""Schleusern muss Riegel vorgeschoben werden""",tagesschau,Innenministerin Migration Schleusern Riegel vorgeschoben,22,18.182564,20.139446,migration
2023-09-17 00:00:00,Kritik an Aus für niedrigeren Satz: Ampel uneins über Gas-Mehrwertsteuer,tagesschau,Kritik niedrigeren Satz Ampel uneins Gas Mehrwertsteuer,46,-21.311573,-10.025202,industry
2023-09-17 00:00:00,"CDU-Chef Merz zu Thüringen: ""Wir richten uns nicht danach, wer zustimmt""",tagesschau,CDU Chef Merz Thüringen richten danach wer zustimmt,27,-65.22444,-15.381562,Merz
2023-09-17 00:00:00,Kanzler bei ver.di-Bundeskongress: Scholz betont Bedeutung des Sozialstaats,tagesschau,Kanzler verdi Bundeskongress Scholz betont Bedeutung Sozialstaats,32,7.9825644,30.247847,Scholz decision making
2023-09-17 00:00:00,"Staatsanwaltschaft Berlin: Mehr als 2.400 Verfahren gegen ""Letzte Generation""",tagesschau,Staatsanwaltschaft Berlin Mehr Verfahren Letzte Generation,41,63.794685,39.800877,Berlin
2023-09-17 00:00:00,Für mehr Tierwohl: Vom Milchbauern zum Veganer,tagesschau,mehr Tierwohl Milchbauern Veganer,33,-5.46394,2.3277516,miscellaneous
2023-09-17 00:00:00,Hohe Zahl an Asylanträgen: Bund und Länder auf der Suche nach Kontrolle,tagesschau,Hohe Zahl Asylanträgen Bund Länder Suche Kontrolle,2,9.691724,50.70278,asylum
2023-09-18 00:00:00,Deutscher Vertreter in Israel: Bundesregierung verteidigt Botschafter Seibert,tagesschau,Deutscher Vertreter Israel Bundesregierung verteidigt Botschafter Seibert,39,-47.217472,-11.264814,Foreign policy
2023-09-18 00:00:00,"Rechte Übergriffe: ""Man muss jederzeit mit Angriffen rechnen""",tagesschau,Rechte Übergriffe jederzeit Angriffen rechnen,48,1.9284464,-23.822016,right-wing extremism
2023-09-18 00:00:00,Scholz und Baerbock in New York: Wer hat das Sagen?,tagesschau,Scholz Baerbock New York Wer Sagen,45,-0.44044578,21.252201,miscellaneous
2023-09-18 00:00:00,Berufsförderung für junge Arbeitslose: Lernort zwischen Schule und Beruf,tagesschau,Berufsförderung junge Arbeitslose Lernort Schule Beruf,33,-17.08759,-20.572306,miscellaneous
2023-09-18 00:00:00,"Städte und Gemeinden zur Zuwanderung: ""Es muss sich endlich etwas tun""",tagesschau,Städte Gemeinden Zuwanderung endlich tun,22,-3.462503,55.31335,migration
2023-09-19 00:00:00,UN-Rede von Kanzler Scholz: Auf Willy Brandts Spuren,tagesschau,UN Rede Kanzler Scholz Willy Brandts Spuren,32,9.078313,27.818012,Scholz decision making
2023-09-19 00:00:00,Verdacht falscher biografischer Angaben : AfD hält an Kandidaten für Europawahl fest,tagesschau,Verdacht falscher biografischer Angaben AfD hält Kandidaten Europawahl fest,3,-79.1503,1.9422349,AfD
2023-09-19 00:00:00,"Migrationspolitik: ""Hundertprozentige Steuerung kann nicht funktionieren""",tagesschau,Migrationspolitik Hundertprozentige Steuerung funktionieren,22,-2.5802886,51.960533,migration
2023-09-19 00:00:00,Alkoholwerbung: Suchtbeauftragter will schärfere Regeln,tagesschau,Alkoholwerbung Suchtbeauftragter schärfere Regeln,19,-16.19218,-29.339962,Legal matters
2023-09-19 00:00:00,Sachsen-Anhalt: Polarlichter leuchten über Magdeburg,tagesschau,Sachsen Anhalt Polarlichter leuchten Magdeburg,6,1.3640032,-10.323469,miscellaneous
2023-09-19 00:00:00,Versorgungsengpässe : Kinderkliniken am Limit,tagesschau,Versorgungsengpässe Kinderkliniken Limit,16,-13.930661,-24.66597,basic child support
2023-09-20 00:00:00,Protesttag der Kliniken: Lauter Ruf nach mehr Finanzhilfen,tagesschau,Protesttag Kliniken Lauter Ruf mehr Finanzhilfen,19,-26.009604,-25.825373,Legal matters
2023-09-20 00:00:00,Faeser zur Schönbohm-Entlassung: Mit Verstärkung im Innenausschuss,tagesschau,Faeser Schönbohm Entlassung Verstärkung Innenausschuss,45,-5.6979685,17.666403,miscellaneous
2023-09-20 00:00:00,Kaum Führungskräfte: Generationenwechsel geht an Ostdeutschen vorbei,tagesschau,Kaum Führungskräfte Generationenwechsel geht Ostdeutschen vorbei,24,43.349026,10.596025,migration
2023-09-20 00:00:00,Studie der Robert Bosch Stiftung: Lehrkräfte sehen mehr Armut bei Schülern,tagesschau,Studie Robert Bosch Stiftung Lehrkräfte sehen mehr Armut Schülern,45,31.597496,-22.405972,miscellaneous
2023-09-20 00:00:00,"Protesttag der Kliniken: ""Finanzielle Situation ist dramatisch""",tagesschau,Protesttag Kliniken Finanzielle Situation dramatisch,37,-26.1176,-25.745,Dissatisfaction with current state
2023-09-20 00:00:00,Schönbohm-Abberufung: Warum Faeser im Ausschuss Fragen beantworten muss,tagesschau,Schönbohm Abberufung Warum Faeser Ausschuss Fragen beantworten,9,-4.618176,17.26266,Faeser
2023-09-20 00:00:00,Faeser im Innenausschuss: Weitere Antworten zum Fall Schönbohm?,tagesschau,Faeser Innenausschuss Weitere Antworten Fall Schönbohm,45,-7.3746624,18.358213,miscellaneous
2023-09-20 00:00:00,Europawahl-Kandidaten der AfD : Wie Weidels Macht den großen Knall verhindert,tagesschau,Europawahl Kandidaten AfD Weidels Macht großen Knall verhindert,10,-78.12544,3.653353,AfD
2023-09-21 00:00:00,Studie zu Einstellungen in Deutschland: Acht Prozent teilen rechtsextremes Weltbild,tagesschau,Studie Einstellungen Deutschland Acht Prozent teilen rechtsextremes Weltbild,4,59.966686,23.509926,Deutschland
2023-09-21 00:00:00,Rügen vom EuGH: Deutschland hat nicht genug für Naturschutz getan,tagesschau,Rügen EuGH Deutschland genug Naturschutz getan,4,59.955235,30.033684,Deutschland
2023-09-21 00:00:00,"Migration: Ramelow sieht Thüringen ""am Limit""",tagesschau,Migration Ramelow sieht Thüringen Limit,22,-0.4586582,45.04163,migration
2023-09-22 00:00:00,Bekämpfung von Schleusern: Faeser prüft kurzfristige stationäre Grenzkontrollen,tagesschau,Bekämpfung Schleusern Faeser prüft kurzfristige stationäre Grenzkontrollen,43,17.201208,27.60019,border control
2023-09-22 00:00:00,Kabinett einig: Gesetzentwurf zur Kindergrundsicherung steht,tagesschau,Kabinett Gesetzentwurf Kindergrundsicherung steht,16,-34.366173,0.7965242,basic child support
2023-09-22 00:00:00,Klage der Deutschen Umwelthilfe: Supermärkte verweigern Rücknahme von Elektroschrott,tagesschau,Klage Deutschen Umwelthilfe Supermärkte verweigern Rücknahme Elektroschrott,47,67.27381,16.579016,migration
2023-09-22 00:00:00,Erste Lesung im Bundestag: SPD und Grüne wollen Klimaschutzgesetz nachbessern,tagesschau,Erste Lesung Bundestag SPD Grüne Klimaschutzgesetz nachbessern,21,-50.494156,10.197313,SPD
2023-09-22 00:00:00,Nach Treffen wegen Flugblatt-Affäre: Schuster hält an Aiwanger-Kritik fest,tagesschau,Treffen wegen Flugblatt Affäre Schuster hält Aiwanger Kritik fest,26,-17.998894,13.0950775,Leaflet Affair
2023-09-22 00:00:00,Bundestag zu Migrationspolitik: Harte Vorwürfe - und ein Angebot mit Bedingungen,tagesschau,Bundestag Migrationspolitik Harte Vorwürfe Angebot Bedingungen,22,-5.8234653,40.87257,migration
2023-09-22 00:00:00,"Vor Bundestagssitzung: Union fordert vom Kanzler ""Asylwende""",tagesschau,Bundestagssitzung Union fordert Kanzler Asylwende,2,13.534755,38.732098,asylum
2023-09-22 00:00:00,Ampel plant Änderungen: Warum es Kritik am Klimaschutzgesetz gibt,tagesschau,Ampel plant Änderungen Warum Kritik Klimaschutzgesetz gibt,31,-41.446793,20.755663,climate
2023-09-22 00:00:00,Öffentlicher Nahverkehr: Wissing fordert Zusammenlegung von Verkehrsverbünden,tagesschau,Öffentlicher Nahverkehr Wissing fordert Zusammenlegung Verkehrsverbünden,34,-1.5697094,-13.240994,miscellaneous
2023-09-22 00:00:00,Umfrage: KZ-Gedenkstätten beklagen rechtsextreme Bedrohung,tagesschau,Umfrage KZ Gedenkstätten beklagen rechtsextreme Bedrohung,48,19.251314,12.397066,right-wing extremism
2023-09-22 00:00:00,"Klimaschutzreform im Bundestag: Hauptsache, die Bilanz stimmt",tagesschau,Klimaschutzreform Bundestag Hauptsache Bilanz stimmt,31,-27.671513,24.936504,climate
2023-09-23 00:00:00,Söder beim CSU-Parteitag: Abarbeiten am Koalitionspartner,tagesschau,Söder beim CSU Parteitag Abarbeiten Koalitionspartner,38,-58.89613,24.663532,CSU
2023-09-23 00:00:00,Scholz zu Flüchtlingspolitik: Es kommt Bewegung in die Migrationsdebatte,tagesschau,Scholz Flüchtlingspolitik kommt Bewegung Migrationsdebatte,22,6.969854,39.2178,migration
2023-09-23 00:00:00,"Bundesweit Demos: Tausende beim ""Bildungsprotesttag""",tagesschau,Bundesweit Demos Tausende beim Bildungsprotesttag,19,37.433697,-26.559368,Legal matters
2023-09-23 00:00:00,CSU: Parteitag bestätigt Söder mit Rekordergebnis,tagesschau,CSU Parteitag bestätigt Söder Rekordergebnis,38,-58.055973,24.196482,CSU
2023-09-23 00:00:00,Migrationspolitik: Auf der Suche nach einem Kompromiss,tagesschau,Migrationspolitik Suche Kompromiss,22,-3.2621167,51.4846,migration
22023-09-23 00:00:00,Söder im Wahlkampf: Riese oder Scheinriese?,tagesschau,Söder Wahlkampf Riese Scheinriese,11,32.479538,-2.7202497,Söder
2023-09-24 00:00:00,Oberbürgermeisterwahl in Nordhausen: Amtsinhaber Buchmann schlägt AfD-Kandidat,tagesschau,Oberbürgermeisterwahl Nordhausen Amtsinhaber Buchmann schlägt AfD Kandidat,20,-89.73869,1.1969104,AfD
2023-09-24 00:00:00,"Sachsens Ministerpräsident Kretschmer: ""Die Situation ist dramatisch""",tagesschau,Sachsens Ministerpräsident Kretschmer Situation dramatisch,45,-52.32166,-12.51255,miscellaneous
2023-09-24 00:00:00,Straßenbau: Kein Kurswechsel für den Klimaschutz?,tagesschau,Straßenbau Kurswechsel Klimaschutz,31,-38.776646,20.682215,climate
2023-09-24 00:00:00,"Klingbeil zu Flüchtlingspolitik: ""Es gibt keine Zaubermaßnahme""",tagesschau,Klingbeil Flüchtlingspolitik gibt Zaubermaßnahme,40,-1.7005796,48.320515,refugees
2023-09-25 00:00:00,Gespräche mit Polen und Tschechien: Faeser kündigt Grenzkontrollen an,tagesschau,Gespräche Polen Tschechien Faeser kündigt Grenzkontrollen,43,24.877333,30.229132,border control
2023-09-25 00:00:00,"Gipfel in Berlin: ""Müssen Wohnungsbau massiv ausweiten""",tagesschau,Gipfel Berlin Müssen Wohnungsbau massiv ausweiten,41,54.76525,43.06093,Berlin
2023-09-25 00:00:00,Nach OB-Wahl in Nordhausen: Wo die Grenzen der AfD liegen,tagesschau,Wahl Nordhausen Grenzen AfD liegen,20,-90.79562,0.8080266,AfD
2023-09-25 00:00:00,Zuwanderung nach Deutschland: Wie geht es weiter in der Migrationspolitik?,tagesschau,Zuwanderung Deutschland geht Migrationspolitik,24,53.877678,30.51077,migration
2023-09-25 00:00:00,Baugipfel in Berlin: Was die Regierung gegen die Wohnkrise plant,tagesschau,Baugipfel Berlin Regierung Wohnkrise plant,41,54.612362,43.17174,Berlin
2023-09-25 00:00:00,EH-40-Standard: Habeck rückt von stärkerer Dämmung neuer Häuser ab,tagesschau,EH Standard Habeck rückt stärkerer Dämmung neuer Häuser ab,17,-19.882708,45.298183,housing crisis and heating law
2023-09-25 00:00:00,Bundesregierung: Auf rot oder grün? Halbzeit für die Ampel,tagesschau,Bundesregierung rot grün Halbzeit Ampel,14,-35.80622,-28.192572,Grüne
2023-09-25 00:00:00,Vor Wohnungsbaugipfel: Regierung weitet Bauförderung aus,tagesschau,Wohnungsbaugipfel Regierung weitet Bauförderung,17,-18.510387,38.348167,housing crisis and heating law
2023-09-25 00:00:00,Migrationspolitik: Faeser lehnt Obergrenze für Geflüchtete ab,tagesschau,Migrationspolitik Faeser lehnt Obergrenze Geflüchtete ab,40,2.5981655,45.333004,refugees
