date,headline,paper,sentiment_SPD_en,sentiment_Bundeswehr,sentiment_Ukraine,sentiment_climate,sentiment_CDU_en,sentiment_Migration_en,sentiment_education,sentiment_AfD_en,sentiment_right wing extremism,sentiment_leaflet affair,sentiment_heating,sentiment_Linke_en,sentiment_Freie_Wähler_en,sentiment_Die_Grünen_en,sentiment_Border control,sentiment_foreign policy,sentiment_EU,sentiment_FDP_en,sentiment_tax,sentiment_housing,sentiment_medication,sentiment_whole,headline_en_prep
2023-09-14 00:00:00,"Bundesweiter Warntag: ""Es wird laut""",tagesschau,,,,,,,,,,,,,,,,,,,,,,-0.34,federal warning day loud
2023-09-14 00:00:00,Bundestag: AfD-Fraktion erhält die meisten Ordnungsrufe,tagesschau,,,,,,,,0.0,,,,,,,,,,,,,,0.0,bundestag afd faction receives order call
2023-09-15 00:00:00,"""Fridays for Future""-Forderung: Klimaschutz - radikaler und schneller",tagesschau,,,,0.0,,,,,,,,,,,,,,,,,,0.0,friday future climate protection radical faster
2023-09-15 00:00:00,CDU-AfD-Abstimmung in Thüringen: Beginn einer Freundschaft?,tagesschau,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.4404,cduafd vote thringen beginning friendship
2023-09-15 00:00:00,Abstimmung in Thüringen: Hat Rot-Rot-Grün Mehrheiten mit der AfD gebildet?,tagesschau,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,voting thringen redredgreen formed majority afd
2023-09-15 00:00:00,"Politologe zu Thüringen: ""Schadet der CDU - und der Demokratie""",tagesschau,,,,,-0.5293238759040833,,,,,,,,,,,,,,,,,-0.5423,politologist thringen bad cdu democracy
2023-09-15 00:00:00,"Verteidigungsminister Pistorius: ""Taurus""-Entscheidung in ein bis zwei Wochen?",tagesschau,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.128,defense minister pistorius taurus decision one two week
2023-09-15 00:00:00,"Kritik an Thüringer CDU: ""Ganz besonderer politischer Tabubruch""",tagesschau,,,,,-0.7747655510902405,,,,,,,,,,,,,,,,,-0.0516,criticism thringers cdu lot special political taboo
2023-09-15 00:00:00,"""Fridays for Future""-Streiktag: Welchen Einfluss haben die Klimaaktivisten?",tagesschau,,,,0.0,,,,,,,,,,,,,,,,,,-0.128,friday future strike day influence climate activist
2023-09-15 00:00:00,Geflüchtete aus dem Kriegsland: Faeser will Schutzstatus für Ukrainer verlängern,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,-0.4404,refugee war country faeser want extend protection status ukrainian
2023-09-15 00:00:00,"Thüringens CDU-Chef: ""Die CDU hat klare Prinzipien""",tagesschau,,,,,0.0,,,,,,,,,,,,,,,,,0.3818,thuringens cdu chief cdu clear principle
2023-09-15 00:00:00,"""Fridays for Future"": Klimabewegung ruft zu großem Streiktag auf",tagesschau,,,,0.0,,,,,,,,,,,,,,,,,,-0.128,friday future climate movement call big strike day
2023-09-15 00:00:00,"ARD-DeutschlandTrend: ""Fridays for Future"" beeinflusst Deutsche kaum",tagesschau,,,,,,,,,,,,,,,,,0.0,,,,,0.0,arddeutschlandtrend friday future hardly affect germany
2023-09-16 00:00:00,Aufnahme von Flüchtlingen aus Italien: Deutschland bleibt doch beim Nein - vorerst,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,recruitment refugee italy germany remains
2023-09-16 00:00:00,Grüne Jugend: Frauenduo will Grünen-Nachwuchs führen,tagesschau,,,,,,,,,,,,,,0.0,,,,,,,,0.0772,green youth woman enduo want lead green nurse
2023-09-16 00:00:00,Steuerabstimmung in Erfurt: Staatskanzlei wirft CDU Absprache mit AfD vor,tagesschau,0.0,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,0.4939,tax referendum erfurt state chancellor call cdu agreement afd
2023-09-17 00:00:00,"Innenministerin zu Migration : ""Schleusern muss Riegel vorgeschoben werden""",tagesschau,,,,,,,,,,,,,,,,,0.0,,,,,0.25,ministry interior migration sleusers must advanced
2023-09-17 00:00:00,Kritik an Aus für niedrigeren Satz: Ampel uneins über Gas-Mehrwertsteuer,tagesschau,,,,,,,,,,,,,,,,,,,-0.5021167993545532,,,-0.4019,criticism lower rate ampel unins gas added value tax
2023-09-17 00:00:00,"CDU-Chef Merz zu Thüringen: ""Wir richten uns nicht danach, wer zustimmt""",tagesschau,,,,,0.0,,,,,,,,,,,,,,,,,-0.2755,cdu chief merz thringen dont look who agree
2023-09-17 00:00:00,Kanzler bei ver.di-Bundeskongress: Scholz betont Bedeutung des Sozialstaats,tagesschau,0.768945038318634,,,,,,,,,,,,,,,,,,,,,0.3612,chancellor verdibundeskongress scholz emphasizes importance social state
2023-09-17 00:00:00,"Staatsanwaltschaft Berlin: Mehr als 2.400 Verfahren gegen ""Letzte Generation""",tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,berlin prosecutor office case last generation
2023-09-17 00:00:00,Für mehr Tierwohl: Vom Milchbauern zum Veganer,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,animal welfare dairy farmer vegan
2023-09-17 00:00:00,Hohe Zahl an Asylanträgen: Bund und Länder auf der Suche nach Kontrolle,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0772,high number asylum application federal country seeking control
2023-09-18 00:00:00,Deutscher Vertreter in Israel: Bundesregierung verteidigt Botschafter Seibert,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,german representative israel federal government defends ambassador seibert
2023-09-18 00:00:00,"Rechte Übergriffe: ""Man muss jederzeit mit Angriffen rechnen""",tagesschau,,,,,,,,,,,,,,,,,,,,,,-0.743,right violation must expect attack time
2023-09-18 00:00:00,Scholz und Baerbock in New York: Wer hat das Sagen?,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.0,scholz baerbock new york say
2023-09-18 00:00:00,Berufsförderung für junge Arbeitslose: Lernort zwischen Schule und Beruf,tagesschau,,,,,,,0.0,,,,,,,,,,,,,,,0.0,employment promotion young unemployed learning place school profession
2023-09-18 00:00:00,"Städte und Gemeinden zur Zuwanderung: ""Es muss sich endlich etwas tun""",tagesschau,,,,,,0.0,,,,,,,,,,,,,,,,0.0,city municipality immigration there something done
2023-09-19 00:00:00,UN-Rede von Kanzler Scholz: Auf Willy Brandts Spuren,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.0,un chancellor scholzs speech willy brandt trace
2023-09-19 00:00:00,Verdacht falscher biografischer Angaben : AfD hält an Kandidaten für Europawahl fest,tagesschau,,,,,,,,-0.9447611570358276,,,,,,,,,0.0,,,,,-0.296,suspect false biographical information afd hold candidate european election
2023-09-19 00:00:00,"Migrationspolitik: ""Hundertprozentige Steuerung kann nicht funktionieren""",tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,migration policy percent control cant work
2023-09-19 00:00:00,Alkoholwerbung: Suchtbeauftragter will schärfere Regeln,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.4404,alcohol advertising addiction officer want stronger rule
2023-09-19 00:00:00,Sachsen-Anhalt: Polarlichter leuchten über Magdeburg,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,sachsenanhalt polar light shine magdeburg
2023-09-19 00:00:00,Versorgungsengpässe : Kinderkliniken am Limit,tagesschau,,,,,,,0.0,,,,,,,,,,,,,,,0.0,childrens clinic limit
2023-09-20 00:00:00,Protesttag der Kliniken: Lauter Ruf nach mehr Finanzhilfen,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.1027,demonstration day clinic louter call financial aid
2023-09-20 00:00:00,Faeser zur Schönbohm-Entlassung: Mit Verstärkung im Innenausschuss,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.4939,faeser schnbohms dismissal strengthening internal committee
2023-09-20 00:00:00,Kaum Führungskräfte: Generationenwechsel geht an Ostdeutschen vorbei,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,next postgeneration change pass eastern germany
2023-09-20 00:00:00,Studie der Robert Bosch Stiftung: Lehrkräfte sehen mehr Armut bei Schülern,tagesschau,,,,,,,0.0,,,,,,,,,,,,,,,-0.5106,robert bosch foundation teacher see poverty student
2023-09-20 00:00:00,"Protesttag der Kliniken: ""Finanzielle Situation ist dramatisch""",tagesschau,,,,,,,,,,,,,,,,,,,,,,-0.25,protest day clinic financial situation dramatic
2023-09-20 00:00:00,Schönbohm-Abberufung: Warum Faeser im Ausschuss Fragen beantworten muss,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.0,schnbohm appeal faeser answer question committee
2023-09-20 00:00:00,Faeser im Innenausschuss: Weitere Antworten zum Fall Schönbohm?,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.0,faeser internal committee answer case schnbohm
2023-09-20 00:00:00,Europawahl-Kandidaten der AfD : Wie Weidels Macht den großen Knall verhindert,tagesschau,,,,,,,,0.0,,,,,,,,,0.0,,,,,-0.296,afds european election candidate weidels power avoid big knall
2023-09-21 00:00:00,Studie zu Einstellungen in Deutschland: Acht Prozent teilen rechtsextremes Weltbild,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.296,study attitude germany eight percent share extremeright worldview
2023-09-21 00:00:00,Rügen vom EuGH: Deutschland hat nicht genug für Naturschutz getan,tagesschau,,,,,,,,,,,,,,,,,0.0,,,,,0.7184,european court justice germany done enough protect nature
2023-09-21 00:00:00,"Migration: Ramelow sieht Thüringen ""am Limit""",tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,migration ramelow see thringen limit
2023-09-22 00:00:00,Bekämpfung von Schleusern: Faeser prüft kurzfristige stationäre Grenzkontrollen,tagesschau,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,treatment faeser examines shortterm stationary border control
2023-09-22 00:00:00,Kabinett einig: Gesetzentwurf zur Kindergrundsicherung steht,tagesschau,,,,,,,0.0,,,,,,,,,,,,,,,0.2732,cabinet agreed bill fundamental child insurance
2023-09-22 00:00:00,Klage der Deutschen Umwelthilfe: Supermärkte verweigern Rücknahme von Elektroschrott,tagesschau,,,,,,,,,,,,,,,,,,,,,,-0.7269,german environmental aid complaint supermarket refuse recall electricity crash
2023-09-22 00:00:00,Erste Lesung im Bundestag: SPD und Grüne wollen Klimaschutzgesetz nachbessern,tagesschau,0.0,,,0.0,,,,,,,,,,0.5941619873046875,,,,,,,,0.4939,first reading bundestag spd green want improve climate protection law
2023-09-22 00:00:00,Nach Treffen wegen Flugblatt-Affäre: Schuster hält an Aiwanger-Kritik fest,tagesschau,,,,,,,,,,,,,0.0,,,,,,,,,-0.4404,meeting due aviation case schuster hold aiwanger criticism
2023-09-22 00:00:00,Bundestag zu Migrationspolitik: Harte Vorwürfe - und ein Angebot mit Bedingungen,tagesschau,,,,,,,,,,,,,,,,,,,,,,-0.5994,bundestag migration policy harsh accusation offer condition
2023-09-22 00:00:00,"Vor Bundestagssitzung: Union fordert vom Kanzler ""Asylwende""",tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.0,previous previous post union call chancellor asylum turn
2023-09-22 00:00:00,Ampel plant Änderungen: Warum es Kritik am Klimaschutzgesetz gibt,tagesschau,,,,0.0,,,,,,,,,,,,,,,,,,-0.128,ampel play change criticism climate protection law
2023-09-22 00:00:00,Öffentlicher Nahverkehr: Wissing fordert Zusammenlegung von Verkehrsverbünden,tagesschau,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,public transport wissing call reunification transport association
2023-09-22 00:00:00,Umfrage: KZ-Gedenkstätten beklagen rechtsextreme Bedrohung,tagesschau,,,,,,,,,,,,,,,,,,,,,,-0.7096,survey kz memorial site complain extreme right threat
2023-09-22 00:00:00,"Klimaschutzreform im Bundestag: Hauptsache, die Bilanz stimmt",tagesschau,,,,0.0,,,,,,,,,,,,,,,,,,0.0,climate reform bundestag main thing balance sheet right
2023-09-23 00:00:00,Söder beim CSU-Parteitag: Abarbeiten am Koalitionspartner,tagesschau,,,,,0.0,,,,,,,,,,,,,,,,,0.0,south csu parliamentary meeting abar work coalition partner
2023-09-23 00:00:00,Scholz zu Flüchtlingspolitik: Es kommt Bewegung in die Migrationsdebatte,tagesschau,0.0,,,,,,,,,,,,,,,,,,,,,0.0,scholz refugee policy movement migration debate
2023-09-23 00:00:00,"Bundesweit Demos: Tausende beim ""Bildungsprotesttag""",tagesschau,,,,,,,0.0,,,,,,,,,,,,,,,-0.1531,federal demonstration thousand education protest day
2023-09-23 00:00:00,CSU: Parteitag bestätigt Söder mit Rekordergebnis,tagesschau,,,,,0.0,,,,,,,,,,,,,,,,,0.0,csu parliament confirms south record result
2023-09-23 00:00:00,Migrationspolitik: Auf der Suche nach einem Kompromiss,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,migration policy seeking compromise
2023-09-23 00:00:00,Söder im Wahlkampf: Riese oder Scheinriese?,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,south election campaign riese scheinriese
2023-09-24 00:00:00,Oberbürgermeisterwahl in Nordhausen: Amtsinhaber Buchmann schlägt AfD-Kandidat,tagesschau,,,,,,,,0.0,,,,,,,,,,,,,,0.0,mayor election nordhausen amtsinhaber buchmann proposes afd candidate
2023-09-24 00:00:00,"Sachsens Ministerpräsident Kretschmer: ""Die Situation ist dramatisch""",tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,sachsen prime minister kretschmer situation dramatic
2023-09-24 00:00:00,Straßenbau: Kein Kurswechsel für den Klimaschutz?,tagesschau,,,,0.0,,,,,,,,,,,,,,,,,,0.0,road construction change course climate protection
2023-09-24 00:00:00,"Klingbeil zu Flüchtlingspolitik: ""Es gibt keine Zaubermaßnahme""",tagesschau,0.8250575065612793,,,,,,,,,,,,,,,,,,,,,0.0,klingbeil refugee policy magic action
2023-09-25 00:00:00,Gespräche mit Polen und Tschechien: Faeser kündigt Grenzkontrollen an,tagesschau,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,talk poland czech republic faeser announces border control
2023-09-25 00:00:00,"Gipfel in Berlin: ""Müssen Wohnungsbau massiv ausweiten""",tagesschau,,,,,,,,,,,,,,,,,,,,0.0,,0.0,summit berlin housing building must expanded massively
2023-09-25 00:00:00,Nach OB-Wahl in Nordhausen: Wo die Grenzen der AfD liegen,tagesschau,,,,,,,,0.0,,,,,,,,,,,,,,0.0,ob election nordhausen border afd
2023-09-25 00:00:00,Zuwanderung nach Deutschland: Wie geht es weiter in der Migrationspolitik?,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.0,migration germany migration policy
2023-09-25 00:00:00,Baugipfel in Berlin: Was die Regierung gegen die Wohnkrise plant,tagesschau,,,,,,,,,,,,,,,,,,,,0.0,,-0.6249,building summit berlin government plan housing crisis
2023-09-25 00:00:00,EH-40-Standard: Habeck rückt von stärkerer Dämmung neuer Häuser ab,tagesschau,,,,,,,,,,,,,,0.0,,,,,,,,0.3818,eh standard habeck return stronger damping new house
2023-09-25 00:00:00,Bundesregierung: Auf rot oder grün? Halbzeit für die Ampel,tagesschau,,,,,,,,,,,,,,0.0,,,,,,,,0.0,federal government red green halftime lamp
2023-09-25 00:00:00,Vor Wohnungsbaugipfel: Regierung weitet Bauförderung aus,tagesschau,,,,,,,,,,,,,,,,,,,,,,0.4767,previous postgovernment expands construction support
